Posted On,BHK,Rent_Floor,Total_Floors,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
2022-05-18,3,9,10,1050,Carpet Area,Khar,Mumbai,Furnished,Bachelors,3,Contact Agent,160000
2022-06-27,1,4,8,410,Carpet Area,Friends Colony,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,25000
2022-06-30,1,7,12,460,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,32000
2022-05-22,1,2,2,600,Super Area,Reay road east,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,21000
2022-06-05,1,6,7,570,Super Area,"Leo Ratnakar, Mahavir Nagar",Mumbai,Furnished,Bachelors/Family,2,Contact Owner,20000
2022-07-05,2,8,20,720,Carpet Area,Chembur East,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,55000
2022-05-11,1,4,4,500,Carpet Area,Chirag Nagar,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner,32000
2022-05-18,4,11,13,1460,Carpet Area,"Insignia, Bandra East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,150000
2022-06-08,1,5,8,415,Carpet Area,"Ekta Meadows, Borivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,30000
2022-06-01,3,6,12,1400,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,150000
2022-06-16,1,1,4,270,Carpet Area,Mumbai Central,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,27000
2022-07-09,2,7,8,585,Carpet Area,Gokuldham,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,47000
2022-05-17,4,9,19,1755,Carpet Area,"Ekta Legranz, Chembur",Mumbai,Unfurnished,Family,4,Contact Agent,150000
2022-05-14,1,4,7,550,Carpet Area,Borivali West,Mumbai,Furnished,Family,2,Contact Owner,27000
2022-07-09,3,37,51,1300,Carpet Area,"Lodha Primero, Mahalakshmi",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,160000
2022-06-20,2,6,11,1200,Super Area,Mount Mary,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,100000
2022-07-06,2,9,17,600,Carpet Area,"Raheja Vista, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,45002
2022-07-06,2,8,15,700,Carpet Area,"Sundew CHS, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,48000
2022-06-16,1,11,20,385,Carpet Area,"Garden View Apartment, Aarey Milk Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,18000
2022-05-18,1,2,2,500,Carpet Area,Suram Park Society,Mumbai,Semi-Furnished,Bachelors,1,Contact Owner,7500
2022-06-13,2,10,23,850,Carpet Area,Film City,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,50000
2022-07-09,3,-1,10,900,Carpet Area,Chikuwadi,Mumbai,Semi-Furnished,Family,2,Contact Agent,55000
2022-07-07,1,4,7,400,Carpet Area,"Dheeraj Kiran CHS Walad West, Sunder Nagar",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,26000
2022-06-29,2,7,23,600,Carpet Area,"DB Ozone, Mira Road",Mumbai,Unfurnished,Bachelors,2,Contact Owner,17000
2022-05-14,2,5,8,750,Carpet Area,"Vasant Marvel, Magathane",Mumbai,Semi-Furnished,Family,2,Contact Agent,40000
2022-06-27,2,4,11,628,Carpet Area,Andheri East,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,43000
2022-07-09,3,17,43,1330,Carpet Area,"Lodha Altia, Wadala East",Mumbai,Unfurnished,Bachelors,4,Contact Agent,140000
2022-07-06,3,7,22,1064,Carpet Area,"Rustomjee Seasons, Bandra East",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,140000
2022-05-23,3,14,18,1200,Carpet Area,"Stellar Tower, Lokhandwala Complex",Mumbai,Furnished,Family,3,Contact Agent,120000
2022-05-28,4,6,10,2200,Carpet Area,Juhu,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,400000
2022-07-07,2,8,12,630,Carpet Area,Beverly Park,Mumbai,Semi-Furnished,Family,2,Contact Agent,21000
2022-06-30,2,3,7,650,Carpet Area,Sindhi Society Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,40000
2022-05-31,2,7,8,845,Super Area,Vikhroli West,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,40000
2022-07-09,3,3,18,1915,Super Area,"Ashok tower, Parel",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,230000
2022-06-12,2,7,7,900,Super Area,Mira Road,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
2022-05-18,2,14,58,807,Carpet Area,"Auris Serenity, Malad West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,60000
2022-05-27,2,0,3,1100,Super Area,Mulund East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,35000
2022-06-08,3,18,23,1600,Super Area,"Chaitanya Towers, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Owner,300000
2022-05-25,2,3,7,790,Super Area,"Deep Heights, Nalasopara",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,6500
2022-05-05,1,19,19,380,Carpet Area,sra,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,15000
2022-07-07,2,4,10,650,Carpet Area,"Ahimsa Marg, Mindspace",Mumbai,Unfurnished,Family,2,Contact Agent,38000
2022-05-27,2,9,20,800,Carpet Area,Borivali East,Mumbai,Semi-Furnished,Family,2,Contact Agent,35000
2022-05-10,2,13,14,830,Super Area,Bhandup West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,32000
2022-05-29,1,0,4,410,Carpet Area,Mamletdarwadi,Mumbai,Unfurnished,Bachelors,1,Contact Owner,16000
2022-06-01,1,7,11,428,Carpet Area,"Crescent Solitaire, Sakinaka Junction",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,33000
2022-05-23,1,3,5,550,Super Area,Thane-Kalyan-Dombivli,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,8500
2022-06-17,2,11,22,630,Carpet Area,Central Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,60000
2022-06-27,1,5,7,550,Super Area,Rock garden Chs,Mumbai,Unfurnished,Bachelors,2,Contact Owner,20000
2022-05-28,1,4,8,450,Carpet Area,"Juveria Apartment, Mazgaon",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,38000
2022-06-04,2,-1,30,750,Carpet Area,"Lodha NCP Commercial , Wadala",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,100000
2022-06-25,2,12,14,800,Carpet Area,"Kabra Centroid, Santacruz East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,65000
2022-07-01,3,16,31,1050,Carpet Area,"HDIL Metropolis, Andheri West",Mumbai,Furnished,Family,3,Contact Agent,80000
2022-07-06,2,1,8,850,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,2,Contact Agent,85000
2022-06-20,4,12,13,2500,Carpet Area,"Mount Marry, Bandra West",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,600000
2022-06-23,3,6,7,2000,Carpet Area,"Saraswati Sadan, Parel",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,150000
2022-07-06,3,11,51,1330,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,130000
2022-06-10,3,2,12,950,Carpet Area,Srishti Complex,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,55000
2022-06-16,1,9,22,435,Carpet Area,Kandivali West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,23000
2022-06-04,3,8,16,1300,Carpet Area,"Bharat Ark, Andheri West",Mumbai,Semi-Furnished,Bachelors,4,Contact Agent,95000
2022-04-29,2,0,4,650,Super Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,40000
2022-07-06,3,22,24,1550,Carpet Area,Lower Parel,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,180000
2022-07-04,1,3,4,380,Carpet Area,Irla,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,25000
2022-05-31,4,7,14,1454,Carpet Area,Central Avenue Road,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,140000
2022-06-01,2,9,20,860,Carpet Area,"K Raheja Maple Leaf, Powai",Mumbai,Semi-Furnished,Family,2,Contact Agent,55000
2022-06-14,2,4,7,680,Carpet Area,"Trans Residency, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,46000
2022-07-04,1,2,7,433,Carpet Area,"Highway Park Apartment, Kandivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,22000
2022-06-27,2,10,22,710,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,55100
2022-07-06,2,5,7,700,Carpet Area,Mahim,Mumbai,Furnished,Bachelors,2,Contact Agent,65000
2022-05-26,1,0,4,550,Carpet Area,"Supreme Divine Light CHS, Chakala",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,33000
2022-06-25,4,10,12,2700,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,320000
2022-05-10,1,0,5,350,Super Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,33000
2022-05-10,1,7,8,490,Super Area,Bhandup East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,25000
2022-07-09,3,5,13,1225,Carpet Area,"Mount Marry, Mount Mary",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,300000
2022-06-28,3,7,21,1286,Carpet Area,"Lodha Bel Air, Jogeshwari West",Mumbai,Unfurnished,Bachelors/Family,5,Contact Agent,100000
2022-05-14,1,5,7,425,Carpet Area,Collector Colony,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,33000
2022-07-06,2,7,7,550,Carpet Area,90 ft road,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,35000
2022-07-09,3,14,21,1224,Carpet Area,Mumbai Central,Mumbai,Unfurnished,Family,3,Contact Agent,130000
2022-07-09,3,17,25,950,Carpet Area,Byculla West,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,80000
2022-06-04,1,9,14,425,Carpet Area,"Nicon Infinity, Vasai East",Mumbai,Semi-Furnished,Bachelors,2,Contact Owner,10000
2022-06-03,3,6,7,1000,Carpet Area,"Rustomjee Central Park, Chakala",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,92500
2022-07-07,2,15,18,710,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,57000
2022-07-06,3,5,8,1300,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,170000
2022-05-13,1,8,20,433,Carpet Area,"Altavista, Sion Trombay Road",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,29999
2022-05-14,2,8,15,650,Carpet Area,Kings Circle,Mumbai,Furnished,Bachelors,2,Contact Agent,42000
2022-07-09,3,8,27,1650,Carpet Area,buena vista,Mumbai,Furnished,Bachelors,4,Contact Agent,330000
2022-04-29,2,1,5,600,Super Area,Mulund West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,24000
2022-05-05,2,3,6,850,Super Area,Malad West,Mumbai,Semi-Furnished,Family,2,Contact Owner,35000
2022-07-07,1,6,24,305,Carpet Area,Kandivali West,Mumbai,Unfurnished,Bachelors,1,Contact Agent,14000
2022-06-12,2,2,3,490,Carpet Area,Gandhi Market,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,45000
2022-05-24,2,4,8,690,Carpet Area,Mulund West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,36000
2022-05-31,2,17,20,635,Carpet Area,"Nahar Jonquille and Jamaica, Chandivali",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,53500
2022-07-07,3,18,22,1100,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,80000
2022-06-27,1,1,7,250,Super Area,Chinmay Gaurang Infrastructure Old Panvel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,7500
2022-06-23,3,9,30,1200,Carpet Area,Worli Sea Face,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,140000
2022-06-23,2,2,7,750,Carpet Area,"Queens Palace, Bandra West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,95000
2022-06-06,3,3,8,1100,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,130000
2022-06-01,2,4,7,700,Carpet Area,"Bindra Complex , Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,45000
2022-06-23,2,11,26,1150,Carpet Area,"Ivory Tower, Prabhadevi",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,110000
2022-06-28,3,17,27,1379,Carpet Area,Parmanand Wadi,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,120000
2022-06-23,1,9,10,500,Carpet Area,"Vaibhav Apartments, Dadar West",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,60000
2022-06-26,3,10,32,1400,Super Area,"Avarsekar Heights, Worli",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,120000
2022-06-30,1,4,12,390,Carpet Area,Parel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,40000
2022-06-04,2,2,6,935,Super Area,Andheri West,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,50000
2022-05-27,2,12,16,535,Carpet Area,Ghatkopar West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,36000
2022-06-10,3,6,12,1250,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,150000
2022-06-12,4,5,20,3700,Carpet Area,"Lake Superior, Powai",Mumbai,Furnished,Bachelors/Family,4,Contact Agent,230000
2022-06-28,1,10,24,350,Carpet Area,Lower Parel,Mumbai,Unfurnished,Bachelors,2,Contact Agent,25000
2022-05-27,3,65,76,1350,Carpet Area,"Lodha Marquise, Worli",Mumbai,Semi-Furnished,Family,4,Contact Agent,190000
2022-04-27,3,5,20,1550,Carpet Area,"Lovedale Residences, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner,61000
2022-06-27,3,7,10,1100,Carpet Area,"Kohinoor City Phase II, Holly Cross Church Chowk",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,70000
2022-06-16,3,5,7,950,Carpet Area,Mulund East,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,42000
2022-06-10,1,1,7,400,Carpet Area,Govandi Station Road,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,27000
2022-06-23,2,3,4,700,Carpet Area,Irla,Mumbai,Furnished,Bachelors,2,Contact Agent,60000
2022-05-23,3,3,4,850,Super Area,Sion East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,85000
2022-06-30,2,7,9,900,Carpet Area,"Marine Palace, Marine Lines",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,75000
2022-05-14,3,5,14,1208,Carpet Area,Khar West,Mumbai,Unfurnished,Bachelors,3,Contact Agent,200000
2022-07-09,3,8,12,1150,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,170000
2022-06-15,3,17,60,1600,Carpet Area,"Island City Centre, Dadar TT Circle",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,180000
2022-07-06,2,10,11,700,Carpet Area,"Shiv Bhagtani Manor 3A, Powai",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,55000
2022-06-13,5,10,16,3200,Carpet Area,Bandra East,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,600000
2022-05-23,1,20,22,330,Super Area,Antop Hill,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,18000
2022-06-04,1,18,25,225,Super Area,Worli,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,19000
2022-06-23,3,5,7,1050,Carpet Area,JVPD Scheme,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,150000
2022-05-19,1,4,7,225,Carpet Area,Lower Parel,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,18500
2022-07-07,1,5,7,463,Carpet Area,Rambaug,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,35000
2022-07-06,4,5,11,1900,Carpet Area,"Dheeraj Insignia Apartment, Bandra Kurla Complex",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,200000
2022-05-27,2,15,17,1500,Super Area,Agripada,Mumbai,Furnished,Bachelors/Family,4,Contact Owner,150000
2022-05-27,2,15,23,1000,Carpet Area,"Lake Primrose, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,70000
2022-06-27,1,6,10,450,Carpet Area,Borivali West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,35000
2022-06-20,2,5,17,700,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Owner,45000
2022-06-23,1,2,7,355,Carpet Area,Chembur East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,30000
2022-06-23,3,3,28,1325,Carpet Area,"Challenger Tower, Thakur Village, Kandivali East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,50000
2022-04-29,2,4,8,950,Super Area,Ghatkopar East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,50000
2022-06-04,1,5,24,600,Super Area,"Universal Neo Galaxy, Bhuleshwar",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,42000
2022-05-30,2,16,32,905,Carpet Area,Navi Mumbai-Khargar-Panvel,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,19500
2022-06-30,3,6,10,1500,Carpet Area,Walkeshwar,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,90000
2022-06-30,1,18,22,455,Carpet Area,"Sugee Sadan, Dadar West",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,60000
2022-06-20,2,3,3,850,Carpet Area,Mahim West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,55000
2022-06-26,3,21,22,1100,Super Area,"Hudco Living Point, Bhandup West",Mumbai,Unfurnished,Family,2,Contact Owner,40000
2022-06-12,1,4,8,430,Carpet Area,"Sion East, Sion",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,40000
2022-07-07,2,10,12,650,Carpet Area,"Keshav Srishti, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,36000
2022-07-09,2,7,13,795,Carpet Area,"Runwal Elina, Andheri East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,45000
2022-05-20,2,9,12,800,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,100000
2022-06-23,1,15,32,700,Super Area,"Llyod Estate, Wadala",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,42000
2022-07-03,1,5,7,450,Carpet Area,Lokhandwala Complex,Mumbai,Furnished,Family,2,Contact Agent,45000
2022-06-12,2,4,7,575,Carpet Area,"Sunglow, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,40000
2022-06-12,2,0,3,650,Carpet Area,Mahim West,Mumbai,Furnished,Bachelors,3,Contact Agent,50000
2022-06-24,1,4,4,200,Super Area,Parle Colony,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,11000
2022-04-29,2,2,4,1200,Super Area,Andheri East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,50000
2022-05-14,1,16,23,656,Super Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,34000
2022-07-09,3,18,27,1600,Carpet Area,"Godrej Platinum, Vikhroli East",Mumbai,Semi-Furnished,Family,3,Contact Agent,93000
2022-05-26,3,7,12,950,Carpet Area,Chembur East,Mumbai,Unfurnished,Family,3,Contact Agent,69999
2022-06-04,2,14,20,719,Carpet Area,"Raheja Heights Phase 2, Gokuldham",Mumbai,Semi-Furnished,Family,2,Contact Agent,48000
2022-06-30,3,15,16,1100,Carpet Area,"Sakhi, Kandivali West",Mumbai,Unfurnished,Bachelors,3,Contact Agent,55000
2022-05-18,4,18,45,3064,Carpet Area,"Raheja Artesia, Worli",Mumbai,Semi-Furnished,Family,4,Contact Agent,1000000
2022-05-19,2,15,15,650,Carpet Area,"Rustomjee Regency, Gomant Nagar",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,40000
2022-07-09,3,9,10,1450,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,130000
2022-06-30,2,6,14,720,Carpet Area,"Vikas Finalay Apartments, Parel",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,75000
2022-06-20,2,1,20,670,Super Area,Bhandup West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,23000
2022-07-09,3,1,5,1350,Carpet Area,anjali,Mumbai,Furnished,Bachelors,3,Contact Agent,200000
2022-07-09,3,16,36,925,Carpet Area,"Runwal Greens, Mulund West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,55000
2022-07-09,4,30,44,1450,Carpet Area,Best Nagar Goregaon West,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,80000
2022-07-06,3,30,37,1550,Carpet Area,"Hiranandani Gardens Torino, Hiranandani Gardens",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,220000
2022-07-07,1,5,7,420,Carpet Area,Chembur,Mumbai,Semi-Furnished,Family,2,Contact Agent,40000
2022-07-06,2,5,8,650,Carpet Area,"Riddhi Garden, Film City Road",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,35000
2022-05-31,2,3,7,700,Carpet Area,Dahisar West,Mumbai,Furnished,Family,2,Contact Agent,33003
2022-05-19,5,2,5,3400,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,450000
2022-07-07,2,2,4,935,Super Area,in Matunga West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,65000
2022-05-30,2,0,5,980,Carpet Area,"Aditi Apartment, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,45000
2022-05-17,4,2,9,2800,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,4,Contact Agent,280000
2022-05-14,2,4,6,700,Carpet Area,Andheri West,Mumbai,Furnished,Bachelors,3,Contact Agent,55000
2022-05-19,2,12,22,720,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,56000
2022-07-09,2,1,7,750,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,55000
2022-05-31,2,4,12,700,Carpet Area,"Usha Nagar Society, Bhandup West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,28000
2022-05-31,2,4,9,1000,Carpet Area,"Smoky Hill Apartment, Bandra West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,150000
2022-06-12,5,2,22,3000,Carpet Area,Chandivali,Mumbai,Furnished,Bachelors/Family,5,Contact Agent,300000
2022-07-02,1,5,6,413,Carpet Area,Grant Road,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,50000
2022-05-22,4,6,18,1755,Carpet Area,"Godrej The Trees, Vikhroli East",Mumbai,Semi-Furnished,Family,4,Contact Agent,180000
2022-05-31,3,35,55,1850,Carpet Area,"Crescent Bay Callisto, Parel",Mumbai,Semi-Furnished,Bachelors,4,Contact Agent,190000
2022-05-06,2,4,4,890,Carpet Area,new panvel,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,8000
2022-06-23,3,5,12,1200,Carpet Area,Chembur,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,75000
2022-06-16,3,9,20,1100,Carpet Area,"Raheja Vista, Powai",Mumbai,Furnished,Bachelors,3,Contact Agent,83000
2022-07-07,1,1,3,420,Carpet Area,Chembur,Mumbai,Semi-Furnished,Family,2,Contact Agent,32000
2022-07-06,2,6,7,630,Carpet Area,"Yashodham Complex, Goregaon East",Mumbai,Unfurnished,Family,2,Contact Agent,39000
2022-06-03,4,16,29,1705,Carpet Area,"Adani Western Heights, Andheri West",Mumbai,Semi-Furnished,Family,3,Contact Agent,150000
2022-06-23,3,1,7,1300,Carpet Area,"Sunflower Apartment, Bandra West",Mumbai,Furnished,Bachelors,3,Contact Agent,190000
2022-06-08,3,30,45,1355,Carpet Area,"Oberoi Exquisite II, Film City Road",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,160000
2022-06-20,1,5,7,450,Carpet Area,Goregaon West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,25000
2022-05-27,3,5,12,1350,Carpet Area,"Mahindra Vivante, Chakala",Mumbai,Unfurnished,Family,3,Contact Agent,90000
2022-05-14,2,17,22,825,Carpet Area,"lokhandwala residency, Worli",Mumbai,Furnished,Bachelors,2,Contact Agent,95000
2022-07-04,1,2,4,550,Super Area,"Jumbo Darshan , Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,30000
2022-05-25,1,5,7,430,Carpet Area,"Gokul Accord, Thakur Complex",Mumbai,Unfurnished,Family,1,Contact Agent,18500
2022-06-16,1,5,7,320,Carpet Area,"spring grove uno, Lokhandwala Twp",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,18000
2022-06-23,3,4,12,1100,Carpet Area,Chembur,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,75000
2022-05-14,4,11,13,1460,Carpet Area,"Insignia, Bandra East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,150000
2022-06-12,3,6,18,1250,Carpet Area,"Panch Ritu, Chandivali",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,100000
